,index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id,validation_errors
5612,5612,André I.,"Belíssimo lugar, o melhor ponto turístico da cidade.",40,"Uma certeza.. Quem vai a Belém, tem de conhecer o Mangal. É o melhor e mais bonito ponto turístico da capital paraense. Local com uma história linda, que nos ensina muito da cultura do Estado, bem como as outras dependências, um dos melhores restaurantes da cidade se encontra no complexo do Mangal. Outra experiência fascinante que o local oferece é o ""borboletário"".","Teresina, PI",Families,,5,DATE_NULL;
5616,5616,Bruno E,Lindo lugar para contemplar a natureza!,50,"Lindo lugar para contemplar a natureza!Vale a pena visitar o Mangal das Garças um dos Cartões Postais da Cidade, o lugar é lindo, você pode entrar dentro de locais para contemplar melhor a natureza mediante o pagamento de ingresso, você pode entrar em locais como Borboletários e ver de perto borboletas nativas e Beija-flores.",Estado de São Paulo,Families,,5,DATE_NULL;
5621,5621,Elys B,Passeio legal,40,"Passeio muito legal para quem curte conhecer mais Belém! Esse lugar é ponto obrigatório pra turista, muito bonito, organizado e limpo!","Belém, Para, Brazil",Families,,5,DATE_NULL;
5675,5675,Reginaldo L,Passeio ecológico excelente,50,"O mangal das garças é um paraíso ecológico e ambiental, onde as garças em grande número, existem, e na hora da alimentaçao delas, da torre, é um cenário maravilhoso.","Vitória, ES",Families,,5,DATE_NULL;
5685,5685,Eliane A,Lindo Lugar,50,"Passear, tirar fotos, almoçar ou jantar no Mangal é uma ótima pedida para quem mora por aqui ou está a passeio. Veja a natureza de perto e desfrute da beleza natural que o lugar oferece. Vale á pena conhecer. Tem estacionamento no local.","Belém, PA",Families,,5,DATE_NULL;
5703,5703,KLNReis,Lindo!,40,"Um dos pontos turísticos mais lindos de Belém. Acho longe e de difícil acesso, mas vale a pena a ida. A entrada é gratuita, mas os espaços internos são pagos, como o mirante, de onde é possível ver parte da cidade e do Rio Guamá, e o borboletário.","Florianópolis, SC",Families,,5,DATE_NULL;
5732,5732,Marcelo K,Você vai adorar!!,50,"Um passeio agradavel em meio a natureza. Você vai encontrar iguanas, flamingos e vai se encantar com o borboletario. Um excelente lugar para um passeio com as crianças.","Vinhedo, SP",Families,,5,DATE_NULL;
5756,5756,Marcus A,Um parque fantástico,50,O Mangal das Garças é simplesmente sensacional. Consegue mostrar uma Amazônia que muita das vezes o brasileiro desconhece. É a oportunidade para você se aproximar desta encantadora região do Brasil.,"Belém, PA",Families,,5,DATE_NULL;
5758,5758,Amorim J,A Beira do Rio Guama,50,"Aqui você encontra um ambiente agradabilíssimo com comida de primeira um lindo borboletario, e um visual de tirar o folego.","Belém, PA",Families,,5,DATE_NULL;
5773,5773,MIKA22_13,Um show de ecologia e interação do visitante com a natureza,50,"Imperdível! Um excelente lugar para apreciar a natureza, interagindo com os pássaros raros, típicos do ambiente amazônicos, desfrutar de belos jardins entre borboletas e beija-flores; além de degustar de comidas típicas e sucos de frutas nativas da Amazônia. Possui um elevador panorâmico que leva o turista a um topo de um mirante, de onde se pode ver o rio e a cidade de Belém. Um bom lugar para estar com a pessoa amada ou em família.","Boa Vista, RR",Families,,5,DATE_NULL;
5775,5775,Manauara,Lindo local,50,"Com grande variedade de pássaros, o local é bem organizado e limpo, além de muito bonito. As crianças adoram!","Florianópolis, SC",Families,,5,DATE_NULL;
5781,5781,Noronha B,Linda vista,40,"Local agradável, com um lindo borboletario, restaurante aconhegante com caracteristicas  bem locais e comidas típicas ( o preço é um pouco salgado) espaço amplo bom para tirar fotos de recordação, o único ponto negativo é a dificuldade do transporte público , que é bem pouco. Mas para que vai de carro ou táxi vale a pena conhecer.","Palmas, Tocantins, Brazil",Families,,5,DATE_NULL;
5785,5785,barbosa2013,nem parecer belem,50,muito organizado muito limpo bom restaurante reserve um periodo da manha ou periodo da tarde pois o lugar é bonito principalmente o borboletario,"Juiz de Fora, MG",Families,,5,DATE_NULL;
5789,5789,paula a,Lindíssimo,50,Muito legal para ir com crianças. O espaçõ é muito bem cuidado e vale muito a pena parar para o almoço do restaurante que fica dentro do mangal.,"Brasília, DF",Families,,5,DATE_NULL;
5797,5797,Rosielle2013,Lugar Encantador,50,"Um excelente lugar para passear, e relaxar diante de uma linda e encantadora paissagem, nesse local é possível ver vários animais livres em especial garças. Nesse mesmo espaço tem um restaurante e uma lanchonete. O estacionamento é privado.","Colônia, Alemanha",Families,,5,DATE_NULL;
5833,5833,Luana A,natureza,50,"É um verdadeiro refúgio de paz dentro da agitação da cidade. Acho que poderia ter uma lojinha de artesanato dentro. Tem museu, borboletário, restaurante muito chique.","Fortaleza, CE",Families,,5,DATE_NULL;
5834,5834,Sousa_Neiva,"Pedacinho da Amazônia, um lugar encantado!",50,"Esse parque é um lugar ENCANTADO! Você tem a experiência incrível de entrar em contato com a vegetação e fauna amazônica. Nos caminhos você se depara com garças, guarás vermelhos, patinhos, dentre outros animais. Também há o borboletário, em que belíssimas borboletas ficam soltas e pousam livremente nas pessoas... É magico! Subindo no farol, você pode desfrutar de uma vista privilegiada do rio e da cidade de Belém, e de um espetacular pôr do sol. Perfeito passeio para a família e até mesmo para um encontro romântico. É simplesmente imperdível!!!","Belém, PA",Families,,5,DATE_NULL;
5858,5858,pedroeol,Lugar espetacular!,50,"O Mangal das Garças traduz o que o Pará possui de melhor.Do mirante é possível ver boa parte de Belém e uma natureza belíssima.Além de tudo, possui um restaurante de primeiríssima qualidade.É o local a ser visitado em Belém.","Tucuruí, PA",Families,,5,DATE_NULL;
5883,5883,Karolina C,Bonito,40,"é um local bastante interessante para visitar, porém nada tão espetácular a ponto de a entrada em vários setores do Mangal ser pago a parte, como por exemplo o borboletário.O restaurante é diversificado e possui boas opções de comida. Além de contar com uma área climatizada o que é muito importante pois o local é bastante quente!Possui uma pequena doca para apreciar o rio, muito bonito.","Belém, PA",Families,,5,DATE_NULL;
5887,5887,MRMLIMA,Paraíso das Garças,40,A natureza exuberante remete a um ambiente de reflexão e admiração. Exemplares da floresta amazônica e o refúgio das garças são observados em todo o parque. Percebi sinais de sugeira e falta de conservação em alguns pontos. A vista da torre é fantástica e vale a subida.,"Serra Talhada, PE",Families,,5,DATE_NULL;
5896,5896,RCOLIVEIRA,Lindo,40,"Visitar as garças é muito legal, existe lá um mirante com vista linda para o rio, tem um borboletário e orquidário muito legal, uma torre que subimos de elevador e tem uma linda visão.","Salvador, BA",Families,,5,DATE_NULL;
5928,5928,Mayra Abreu,Lindo,50,"Espaço muito bonito e muito bem preservado Graças de cores e tamanhos variados,  Jardins lindos e um deck no Rio muito aconchegante","Salvador, BA",Couples,,5,DATE_NULL;
5949,5949,Euvaldo L,Passeio turístico,40,"Localização ótimo e de fácil acesso.Muito bonito, mas deixa a desejar quanto a sua manutenção.Muito lixo no mangue e locais fechados para obras.Preços altos.É imprescindível visitar e conhecer.",,Couples,,5,DATE_NULL;
5950,5950,Jéssica Arruda,Lindo passeio,50,"Local lindíssimo, eu diria que imperdível na cidade. Vale checar a programação pra pegar o momento da alimentação das garças, uma cena única! A entrada no parque é gratuita, você só paga se quiser acessar algumas áreas exclusivas. Como era nossa primeira vez pegamos o passaporte completo (15 reais) que nos permitia ir a todos os locais exclusivos. Meus favoritos foram o borboletario e o Mirante da cidade. Por fim almoçamos no Manjar das Garças, que fica dentro do parque e fechou o passeio com chave de ouro. Uma pena que a lojinha tenha fechado, senti falta de trazer uma lembrancinha do local.",,Couples,,5,DATE_NULL;
5951,5951,Viviane G,Descaso,10,"Estivemos está noite no Mangal das Garças. O restaurante estava aberto e vazio. Chegamos logo na sequência de um casal que foram atendidos prontamente e nós ficamos por lá mais ou menos 20 minutos sem atenção de nenhum garçom. O local durante a noite não é atrativo, não se avista nada das janelas, apenas um breu. Não gostei desta experiência.",,Couples,,5,DATE_NULL;
5952,5952,Nabil O,Pequeno paraiso..little paradise,50,"Parque delicioso com restaurante de bom nível com comidas típicas do Para e outras variações pra quem não gostou da comida regional.Visual incrível de Belém a partir do farol, e muitas atrações a preços acessíveis.Um passeio pra passar o dia em paz em meio a um oásis próximo ao centro de Belém.","Belém, PA",Couples,,5,DATE_NULL;
5954,5954,Amandasgwerner,Lindo!,50,"O parque é cheio de Garças, flamingos e tem até um Tuiuiú, que é o maior pássaro brasileiro. Vale super a pena!","Vila Velha, ES",Couples,,5,DATE_NULL;
5991,5991,cristianne_fidelis,Lindo!,50,Que ligo lindo. As garças livres e pomposas passeando no meio do parque é de impressionar. Encontramos também lagartos e tartarugas. Lá tem um borboletário e um mirante com uma vista deslumbrante. Vale a pena a visita!,,Couples,,5,DATE_NULL;
5993,5993,errada,"Lugar lindo, muitos animais",50,"O parque é muito bonito e bem cuidado, com várias áreas diferentes e contato direto com os animais. Caminhamos entre lagartos enormes e muitas garças, que passeavam e se alimentavam tranquilamente no espaço. Vale a visita.","Manaus, AM",Couples,,5,DATE_NULL;
5996,5996,Juarez S,O melhor de Belém ,50,"Foi o lugar mais bem cuidado que fui em Belém, muito lindo, valeu muito a pena, o mirante dá uma visão maravilhosa!",,Couples,,5,DATE_NULL;
5997,5997,Lucileia C,Sensacional,50,"Este lugar me surpreendeu, é um lugar bem cuidado tem animais lindos e de beleza surreal. Lá tem camaleões, muitos deles e eles andam pelo parque a vontade e não se assustam com a nossa presença. O deck que fica em frente ao Rio é maravilhoso. Lugar esplêndido muito lindo. Fantástico!!","Armação dos Búzios, RJ",Couples,,5,DATE_NULL;
6065,6065,Leonardo G,"Muito bom, recomendo!",40,"O Parque é muito bonito. É relativamente bem cuidado, natureza exuberante incluindo fauna e flora, local pitoresco. Boa estrutura com restaurante, banheiros, estacionamento e segurança. Recomendo!",,Couples,,5,DATE_NULL;
6068,6068,Frederico Coutinho,Lindo parque as margem da baía do Guajará,50,"O parque é lindo e possuí uma boa estrutura para os visitantes.  Os guarás e garças ficam soltos pelo ambiente do parque,  além de outras aves aquáticas.  No fim de tarde a há uma revoada dos pássaros quando estes são alimentados pelos funcionários. Há um borboletario cuja entrada é cobrada a parte (mas é baratinho). Há ainda um restaurante e alguns quiosques de lanches.","Curitiba, PR",Couples,,5,DATE_NULL;
6070,6070,Ana C,Bacana,40,"O lugar é um bonito, vale a pena a visita. É um parque com muitas aves e uma vista interessante e bela da baía do Guamá e das ilhas à frente. Vale subir no mirante e apreciar a paisagem. Não tem custo para entrar no Mangal, mas para acessar algumas áreas, sim. Você pode pagar $15 no passaporte e visitar dentro do parque esses 4 espaços ou pagar $5 individualmente. Eu só quis subir no mirante, achei que os outros não valiam a pena (museu náutico, orquidário e viveiro). Como na maioria dos pontos turísticos de Belém, acho que falta um cuidado maior com o lugar. Não tem muitas placas informativas dentro do parque e algumas delas estão muito velhas e feias. Não fui no restaurante. Tem estacionamento ($20) e banheiro. Dá para visitar o parque todo em 1 hora.",,Couples,,5,DATE_NULL;
6072,6072,Ireneiwakura,pequeno e fácil de visitar,40,"possui borboletario, torre mirante (estava fechada), restaurante, lagos com garças e outros pássaros.Jardim bem urbanizado e bem cuidado.","Itapira, SP",Couples,,5,DATE_NULL;
6126,6126,Bea S,É um parque agradável.,40,"O parque é bastante agradável e tranqüilo, onde também podemos ver alguns animais, e a vista do mirante é muito bonita. Contudo, acho que está precisando de melhor manutenção na estrutura e nos espaços para os animais. Os lagos, por exemplo, estavam com sujeira acumulada na superfície da água. Tem uma pequena exposição de artesanato indígena em um dos espaços internos, o que achei interessante. A entrada é gratuita, mas, para algumas atividades internas, como subir ao mirante, paga-se uma pequena taxa.",,Couples,,5,DATE_NULL;
6137,6137,Liliane_C_Silva,"Muito bom, mas vá cedinho",50,"O parque é lindo. Tem um pouco de tudo que quem visita o Pará deve ver: belas paisagens entrecortadas pelo rio, belos pássaros e boa comida. Mas como é aberto, vá cedinho por causa do sol.","Belém, PA",Couples,,5,DATE_NULL;
6175,6175,Priscila Inocencio,Maravilha de Natureza Paraense !,50,"Considero como o local mais lindo que conheci nessa viagem!  Muitas atrações,  atividades, exposições, restaurante, natureza e animais magníficos !!! Não pode se deixar esse local sem conhecer! !! Ameiiii.","Sorocaba, SP",Couples,,5,DATE_NULL;
6191,6191,Rodrigo B,Lugar lindo,50,"Lugar esplêndido, perto da baía do Guajará e um excelente local para almoçar para quem queira provar uma culinária exótica.",,Couples,,5,DATE_NULL;
6205,6205,Lenilson Albuquerque,Restaurante excelente,40,A pedida certa para quem quer experimentar vários pratos em uma única refeição é o almoço no Manjar.O cenário do mangal é lindo e completa com excelência a comida do local.Recomendo,,Couples,,5,DATE_NULL;
6227,6227,almircarvalho88,ótimo passeio cultural e cheio de belezas naturais.,50,Fomos nesse ponto turistico fazer uma visita. Muito bonito com belezas naturais e ricas da nossa região,"Belém, PA",Couples,,5,DATE_NULL;
6235,6235,deboraraimundi,Passeio rápido,30,"No dia que fui ao Mangal estava fazendo muito calor e um sol muito forte, o que é normal em Belém porém tornou a visita ao Mangal desagradável. Há uma extensa área verde, com pássaros, lagos e trilhas a serem percorridos que são interessantes para casais e familias porém em horários de sol mais ameno....achei abusivo o valor que é cobrado para entrar em cada ""atração"" - 5,00 reais o orquidário que não tinha nenhuma orquídea e é muito pequeno! Para mim o melhor do local é o restaurante Manjar das Garças que é imperdível.",,Couples,,5,DATE_NULL;
6237,6237,Washingthon E,Muita Natureza,50,Bom ver as garças voando e vivendo livremente na natureza. Ambiente um pouco úmido e refrescante. Muito verde.,Estado do Rio de Janeiro,Couples,,5,DATE_NULL;
6240,6240,Vinícius Dantas,Belo parque no coração de Belém,40,"Um bom passeio pra quem gosta de natureza, contemplar belíssimos e raros animais, conhecer a história da navegação da região e tirar belas fotos. Recomendo a visita!",,Couples,,5,DATE_NULL;
6244,6244,Karoline L,Amei esse lugar.,50,"Lugar encantador. ótima pedida para quem é amante da natureza. VocÊ pode apreciar várias Garças, lagos e curtir o próprio ambiente.","Natal, RN",Couples,,5,DATE_NULL;
6245,6245,crmigliati,Surpreendente,50,"Um antigo manguezal que foi aterrado e mantendo uma área de preservação ambiental, criou um multi-espaço. Totalmente estruturado com estacionamento, banheiro e conservado completamente.Há muitas opções e não apenas garças, como o nome diz! Há orquidário, mirante, elevador, loja de produtos de uma tribo indígena, restaurante, espaços para convivência. Há também viveiros gigantes em que é possível interagir com pequenos animais. Imperdível para quem visita Belém do Pará.","São Carlos, SP",Couples,,5,DATE_NULL;
6248,6248,Marcio L,Belíssimo!,50,Cercado de inúmeras belas estruturas de viveiros e animais que prende a atenção de todos.Magnífico e tranqüilo lugar!A visita é super requisitada!!!,"Balneário Camboriú, SC",Couples,,5,DATE_NULL;
6249,6249,Angela Maria G,Imperdível,50,"É impossível ir a Belém e não conhecer essa atração. Lugar lindo onde tem-se contato direto com a natureza, tem muitas aves, tem um borboletário é uma torre onde do alto se tem uma bela vista da cidade.","Fortaleza, CE",Couples,,5,DATE_NULL;
6250,6250,Marcos F,Lugar exuberante ,50,"Simplesmente um dos lugares mais charmosa e lindos para se visitar em Belém do Pará. O Mangal das Garças pode ser considerado a Punta Cana paraense, hoje apresenta em seu ápice uma vista maravilhosa para a Baía do Guajará, que lembra muito bem as paisagens paradisíacas de Punta Cana. Ao invés dos mares temos o rio",,Couples,,5,DATE_NULL;
6252,6252,Claufurmendo,Um Monumento à Natureza num Pedaço de Mangue,50,"O Mangal (Mangue) das Garças é visita obrigatória e imperdível para os visitantes de Belém. Trata-se de um parque ecológico erguido em área semi-aterrada de mangue, comum jardim incrivelmente desenhado, que abriga espécies exóticas da amazônia em seu borboletário, lagos artificial. As vistas da sua torre e do trapiche são os seu pontos altos, juntamente com restaurante Manjar das Garças.","Belém, PA",Couples,,5,DATE_NULL;
6253,6253,LBCavalheiro,Março 2016,50,"Lindo lugar, belíssima paisagem, local bem organizado e funcional, com mirante e trapiche, mostra um pouco da fauna local.","Novo Hamburgo, RS",Couples,,5,DATE_NULL;
6254,6254,s_bighead,Uma amostra da amazônia dentro da cidade,50,"Lugar muito bem conservado, limpo e seguro. Tem um mirante que é possível observar bastante do alto, não deixe de visitá-lo. Muitas aves e plantas nativas em uma natureza espetacular! lugar muito bacana pra passear num final de semana.","Brasília, DF",Couples,,5,DATE_NULL;
6255,6255,caio m,Melhor local,50,Melhor local em Belém.Espaço muito organizado e gratuito.Para quem gosta de tirar fotos não pode perder esse local.,"Rio de Janeiro, RJ",Couples,,5,DATE_NULL;
6258,6258,Adriano C,Sensacional,50,"Lugar muito bonito. Os animais ficam soltos chegando bem perto da gente. Aproveitem para ir na torre, no borboletario e no viveiro. Esses lugares cobram 5 reais por entrada nesses lugares, mas vale muuuuuuuito a pena. Peçam explicações aos funcionários sobre os animais e outras dúvidas, pois são muito solícitos. Aahhh...não esqueçamde tomar um sorvete de açai com tapioca para aliviar o calor.","Natal, RN",Couples,,5,DATE_NULL;
6259,6259,Renan Menezes,Animais tão próximo que dá para tocar,50,"Um local amplo, com diversos animais garças, araras, iguanas, lagartos, patos e entre outros. Local para almoçar, Farol de Belém e um Deck com vista para rio, ótimo para caminhar e tomar um sorvete.","Guarulhos, SP",Couples,,5,DATE_NULL;
6260,6260,Juliana Re,Uma surpresa!,50,"Nem tinha ouvido falar desse lugar e acabamos passando por lá! Que surpresa maravilhosa! Você não precisa pagar nada para visitar e tem um restaurante com uma vista incrível por lá (pratos por R$ 70/80 etc), tem tipo um deck maravilhoso, mas o mais legal são os animais! Mal pude acreditar no que via!","Porto, Portugal",Couples,,5,DATE_NULL;
6261,6261,DVS,Bom passeio almoco e jantar,40,"Além do contato com a natureza e passeio gostoso, la vc conta com um bom bifê (sempre lotado) e no jantar o restaurante é a la carte com excelentes pratos, recomendo na carta de vinhos um chileno Tarapaca gran reserva carmenere 2012, despretencioso e agradavel.","Panama City Beach, Flórida",Couples,,5,DATE_NULL;
6263,6263,Danielle M,Incrível!,50,"Excelente lugar para apreciar um excelente comida no restaurante local assim como uma bela paisagem do Rio, além do borboletário e da torre.","Brasília, DF",Couples,,5,DATE_NULL;
6343,6343,Igorsnobre,Parque belíssimo!,40,"O Mangal das Garças é um verdadeiro zoológico ao ar livre. Você vai se assustar com a quantidade de aves de várias espécies, tartarugas e vai se assustar com as várias iguanas. O mirante é bastante bonito.","Florianópolis, SC",Couples,,5,DATE_NULL;
6378,6378,Karlamed,Lugar para se conhecer em Belém,50,"Lugar agradável, em contato constante com a natureza. Ótimo para um passeio agradável com família e amigos. Certeza de garantir registros lindos. Além disso conta com restaurante (Manjar das Garças) com uma variedade de pratos da culinária paraense (você paga um valor fixo e serve a vontade). Para se refrescar do calor de Belém também tem uma sorveteria cairú com os melhores sorvetes de Belém. Parada obrigatória para quem vem conhecer a capital paraense.","Fortaleza, CE",Couples,,5,DATE_NULL;
6390,6390,Mariana K,"Maravilhoso, vale a pena!",50,"O Parque Naturalístico Mangal das Garças foi criado pelo Governo do Pará em 2005 e é o resultado da revitalização de uma área de cerca de 40.000 metros quadrados às margens do Rio Guamá.Na agradável área verde, à beira do Rio Guamá, dezenas de garças e guarás circulam soltos pelo parque, pertinho dos visitantes. Quatro outras atrações fazem parte da estrutura: um borboletário, um viveiro de pássaros, o Farol de Belém (mirante de 47 m com boa vista da cidade) e o Memorial Amazônico da Navegação (com antigas embarcações). Há, ainda, quiosques de alimentação e o restaurante Manjar das Garças.De terça-feira a domingo, das 9h às 18hVale a pena assistir o por do sol lá. Ver a imensidão de rio, que mais parece mar, e a floresta, trazem uma paz inesquecível!","São José dos Campos, SP",Couples,,5,DATE_NULL;
6399,6399,Lucas B,Agradável!,40,"É um parque com 4 atraçoes: farol, borboletario, uma caminhada em meio as aningas e um museu de navegaçao! A vista do farol é incrivel! Bem organizado!",Nova Lima,Couples,,5,DATE_NULL;
6403,6403,Michelle K,Lugar lindo e tranquilo ,50,"Garças, flamingos, patos e biodiversidade amazônica na orla de Belém. Vale a pena visitar o borboletario. Restaurante excelente..almoçamos após o passeio.","Belém, PA",Couples,,5,DATE_NULL;
6406,6406,cdcarva,Lugar lindo,40,"O lugar é muito bonito, vários animais típicos. Uma pena não poder subir na torre. Dizem que o restaurante é bom, mas não experimentei.","Rio de Janeiro, Brasil",Couples,,5,DATE_NULL;
6407,6407,Rosana M,Um por do sol incrível.,40,"Um parque muito bem cuidado, com espécies regionais de aves, vegetação típica, um belo orquidário, um borboletário, mas o que impressiona mesmo é o mirante para o rio, de onde se observa um lindo por do sol e a revoada de garças.","São Paulo, SP",Couples,,5,DATE_NULL;
6418,6418,susuperes,Mangal das garças,50,Ótimo local para se conhecer com opções e preços acessíveis. Possui um borboletario lindo e um mirante incrível aonde do alto é possivel visualizar grande parte da cidade.,"São Paulo, SP",Couples,,5,DATE_NULL;
6426,6426,Monique O,lindo,50,"Um dos melhores lugares para conhecer em Belém...Tranquilo, lindo, com atrações, um restaurante maravilhoso, com comidas divinas e super diferentes!!Uma vista linda do rIo, uma maloquinha linda para fotos.QUem ainda não foi não perca.","Brasília, DF",Couples,,5,DATE_NULL;
6449,6449,JamersonSales,Paisagem sem igual!,40,"Ambiente muito romântico e belo, principalmente no pôr do sol no mirante ou na torre panorâmica. Um restaurante no estilo rústico, com comidas regionais deliciosas. Tem alguns animais soltos, como: garças, tartarugas, iguanas e tem uma diversidade de espécies de borboletas no borboletário. Vale apena visitar.","Belém, PA",Couples,,5,DATE_NULL;
6451,6451,regisqueiroz,Interssante,40,"Passeio interessante, um belo parque que vale a visita, especialmente numa tarde sol. Va ate o borboletário, uma experiência diferente.",São Paulo,Couples,,5,DATE_NULL;
6456,6456,Emanuelle L,Ecologicamente lindo,40,"É um local encantador para quem quer estar em contato com a natureza, para ir sozinho com amigos ou em casal. Para acessar alguns ambientes dentro do Mangal é necessário pagar entrada, nada muito caro. Fica bem no centro da cidade e é de fácil acesso.O ponto negativo é a escassez de locais para comprar refeições e lanches dentro. Só vi uma lanchonete e as opções deixavam muito a desejar.No mais, recomendo muito!","Montes Claros, MG",Couples,,5,DATE_NULL;
6459,6459,Vladia,Lugar lindo!,50,"Amei este lugar! Muito verde, muitos passaros e um mirante para ver a vista. O horario de alimentar as garças é um espetáculo a parte. Não percam!",,Couples,,5,DATE_NULL;
6491,6491,Bernardo N,paz,40,"De fato é um local muito tranquilo, o borboletario e as garças sãomuito interessantes sem contar a vista que se tem da cidade na torre.","São Caetano do Sul, SP",Couples,,5,DATE_NULL;
6497,6497,MuriloDeolino,Cenário incrível,50,"O mangal das garças é um lugar incrível, a área verde mais bonita de Belém. Ao andar pelo mangal encontramos garças, guarás, marrecos, lagartos, tartarugas, animais livres. A vista do mirante é muito bonita, o borboletário (R$ 4) e a torre (R$ 4) valem muito a pena visitar.","Salvador, BA",Couples,,5,DATE_NULL;
6498,6498,Luciana E,um recanto da natureza,40,"muito legal, lá tem vários espaços para serem visitados, porém todos pagos, borboletário é divino e magnifico, as aves todas mansas, se aproximam das pessoas, museu da navegação, e a torre com elevador, onde não tivemos a oportunidade de apreciar a bela vista panorâmica da cidade pois estava parada por problema de ordem técnica. Não deixe de almoçar no restaurante, serve pratos divino, porem não é barato.","Fortaleza, CE",Couples,,5,DATE_NULL;
6502,6502,Aryanesantiago,Lindo,50,Continua sendo um dos pontos turísticos mais lindos de Belém. Perfeito pra bater fotos lindas. Adoro o mangal das garças.,"São José, SC",Couples,,5,DATE_NULL;
6503,6503,Loresales,O lugar mais bonito da cidade,50,"Se você for à Belém e não visitar o Magal das Garças não valeu a pena. É o lugar mais bonito da cidade na minha opinião, tem animais soltos,aves lindíssimas voando, peixes, tem um borboletário com diferentes espécies de borboletas que pousam na sua mão. A área é muito bem cuidada, é uma área verde incrível.Tem um mirante voltado para o rio que tem uma vista muito legal, além da torre para subir.Também tem restaurantes lá dentro, lanchonetes... Não é cobrada taxa para visitar, só é cobrada taxa para visitar os espaços como borboletário, museu, torre...","Salvador, BA",Couples,,5,DATE_NULL;
6504,6504,TeresaAlmeida2014,Contato com a natureza,50,"Um excelente local para ser visitado. Borboletário, orquidários , garças ,iguanas, tartarugas e patos soltos pelo parque. Lanchonetes e restaurante muito bons e um ambiente de mata que transmite uma energia muito positiva. Uma atração imperdível para Belém.","Lorena, SP",Couples,,5,DATE_NULL;
6505,6505,lucia-paulo,Área verde maravilhosa,50,"Apesar de durante nossa visita começar a chover, o Mangal é muito bonito, principalmente a vista do mirante onde é possível ver a baia do Guajará.","São Paulo, SP",Couples,,5,DATE_NULL;
6510,6510,Patricidnp,Vale a pena visitar!!!,40,"Lugar bem cuidado e seguro. Belas paisagens que renderão fotos interessantes, sejam com as garças, com as orquídeas ou no borboletário. Um parque ecológico a beira do rio que vale a pena visitar.","Rio de Janeiro, RJ",Couples,,5,DATE_NULL;
6511,6511,Luis S,Mangal,50,"O lugar é Show!!!! Tem um restaurante, o Manjar das Garças, que na minha opinião é talvez o melhor restaurante de Belém. O lugar é lindo e de natureza exuberante. Tem um borboletário muito maneiro, mas achei o Mirante roubada...rs... Nada é 100% perfeito. Mas o Lugar é show!!!","São Luís, MA",Couples,,5,DATE_NULL;
6537,6537,Darlene M,Melhor por do sol do mundo,50,Não dá pra vir à Belém e não  vislumbrar o por do sol as margens do rio. O Mangal pode nos proporcionar essa sensação de paz e tranquilidade onde vc se sente pequeno diante de sua exuberância.,"Belém, PA",Couples,,5,DATE_NULL;
6540,6540,Thayanna F,Vista linda!,40,"O Mangal é um espetáculo, muito bonito! Vale a pena passar uma tarde lá, tem borboletário, um farol para olharmos a cidade de cima. E possui também um mirante para apreciarmos a vista da baia. Tem um restaurante maravilhoso. O local rende muitas fotos bonitas, vale a pena conhecer.","Belém, PA",Couples,,5,DATE_NULL;
6581,6581,OZ_Mona,imperdível para os amantes da natureza,50,"Foi um pouco fora do caminho, mas vale a pena o tempo para chegar lá. Embora as instalações estão em necessidade de um pouco de amor e cuidado, os diferentes espaços com aves incríveis fazer tudo muito interessante e excelente para fotos. exploramos os aviários, a torre e a pequena caminhada. Nós também provei sorvete de frutas no local recentemente revisitei delícias portuguesas e o box de comida em um ambiente muito agradável e descontraído.",Cairns,Couples,,5,DATE_NULL;
6582,6582,Gustavo P,Conhecendo Belém,40,Um local digno de se visitar. Tudo muito bonito e preservado. As garças são um item a parte. O mirante para apreciar o Rio é lindo. O restaurante completa o passeio. Recomendo.,"Brasília, DF",Alone,,5,DATE_NULL;
6589,6589,Forlan78,Imperdível ,50,"Entrada gratuita. As garças ficam livres. Além disso tem o borboletário, museu e o farol. Mesmo o que é pago é barato","Curitiba, PR",Alone,,5,DATE_NULL;
6592,6592,Nivea P,Visão linda,50,"Em meio ao verde de Belém, lugar lindo, organizado onde você pode encontrar diversas especies de animais, plantas, frutas, caminhar por um lugar tranquilo e sem pressa de nada, compre o bilhete para pegar o elevador e la de cima ter uma vista incrível de todo os espaço.","Manaus, AM",Alone,,5,DATE_NULL;
6628,6628,Marisilveira,Vale a visita!!!,50,"Garças, pássaros, borboletas, exemplares da fauna, tudo isso em um local agradável e ainda tem uma torre que permite uma visão linda da cidade em 360 graus. Imperdível","Caxias Do Sul, RS",Alone,,5,DATE_NULL;
6630,6630,Nara N,Lindo lugar!,50,Um lugar maravilhoso! Tem que visitar o borboletário. É um ótimo lugar para passa a tarde; e tem um mirante com uma vista linda!,,Alone,,5,DATE_NULL;
6636,6636,Kim D,Imperdivel,50,"Um centro de turismo maravilhoso, onde podemos estar em contato com a natureza, ver um pouco da fauna e flora da amazônia, com restaurante e exposições de arte o local é um ponto turístico que não pode ficar de fora. e conta com uma torre com 40 metros onde é possível ter uma visão 360 graus da cidade de Belém.",,Alone,,5,DATE_NULL;
6639,6639,Sanfer74,Fauna e Flora locais!,50,"Foi o local que mais gostei de Belém, de uma maneira geral. Fauna e flora ao ar livre, coim infraestrutura e muito bem conservado.","Irecê, BA",Alone,,5,DATE_NULL;
